"address","name","symbol","mc","liqPercent"
"A7C9tCbs8Yk4ReKVbfLowCR15crQpxbEqibYdVkauMXZ","Spurtz Centor","SPORTS",211114.3380194585,0.15820174871254283
"5WjrhXBcYsTcn2KvaJv4cuBA5WDuprQVA9YoHYTC2wbi","Olumpec Terch","OLUMPC",518603.06900001457,0.15809572838877625
"n54ZwXEcLnc3o7zK48nhrLV4KTU5wWD4iq7Gvdt5tik","Peepo","PEEP",1472689.151391844,0.15803240108755806
"7hWcHohzwtLddDUG81H2PkWq6KEkMtSDNkYXsso18Fy3","Catcoin","CAT",6735879.431837716,0.15799135695906824
"ACeWC77UeW2DBZMe7YBsuXoxLvk4dHMnPzneApau1Au6","Any Inu (Wormhole)","AI",1226068.4380054346,0.1579897844588847
"7p6RjGNZ7HLHpfTo6nh21XYw4CZgxXLQPzKXG72pNd2y","CHUNGHWA","CIGGS",922351.0809899187,0.15784122654311303
"DoxsC4PpVHiUxCKYeKSkPXVVVSJYzidZZJxW4XCFF2t","Bonk of America","BONKFA",1271656.9012135179,0.15743293571926006
"6fdCC8xfrXNy6PmNaVcxdEY5XNCTAha2V54zYYnmBCey","KOI","KOI",702591.4169950107,0.15742271409113565
"3dN3iSG9SciKQzUS5cdQ2Jphmv4ynhhdfMbEt9eKYsNw","trumpwifhat","TRUMP",980181.0851099375,0.15735526503562614
"AevKaMNh4dLpF3wsfhkKbcdHxgDsgDfoUBtDGUejQZfV","DexWeener","DEX",470317.9228071327,0.1571378063745397
"4icEZCrEYNop2ZaMMCkRHaNzkt6xG9BpijMCQV7mpw6Z","Rocky","ROCKY",2849694.2971528037,0.15712471295427444
"GZJLU4pp7c9eoP8Jf2graLYPyugVixiHWxQfmYNnSZR9","SMOKIN APE","SMOKAPE",119994.29105067889,0.15708309858468444
"791hZNiCJy1qGSGzAvqUU8X6gejiBJ2mBV8JjYoVnzBR","GCRClassic","GCR",604737.5029516257,0.15705313386140118
"APnUsTJZNkxBaZXTzAqFoY1hLtkJhZCPDBEMtoLEEeiM","Oil","OIL",257374.08924006947,0.15692629521716683
"EAvKa9kGRMcQ44Eg3MPbXUP8ZEpfxgd5dToHBRF8m8ui","Pepewifhat","Pepewifhat",1154986.148120187,0.15684473525745385
"2oMYg3aPHjFjxg1PRYLwvdRQayexUS8N4CjLXJ64GkLq","BOJI","BOJI",347324.71035091806,0.15662032577323903
"EUroSPBddnvGhRGWj56S864XWG6wgJ42yLsHSNyAWBj","Albärt","Albärt",198127.37397157424,0.15597386176319442
"DhRQWsiP53gVXnG8KQwq63Uo1FvouRpVNL8536tsVD5H","Phteven","PHTEVE",579786.020498334,0.1559578383014726
"SuFT7yhshUZ6HAcRYdd8YsoY3dDHnhwiA5GgjudALMy","Mecrosuft","MEFT",108649.28292818838,0.15585447201669825
"EjErrBoCw7eWYkMfimhPckaPSuBukyhUYwv2dLJYDWB7","hiji","hiji",686189.1942159666,0.15532281140795984
"53ctv3wwFXQbXruKWsbQcCe7sefowyu96pXK6FRLTjfv","Dog Of Wisdom","WISDM",379741.94843920245,0.15512344297872482
"A5LCTQ1vJECCQWSXJYs3rfCoexctbUgTCAEKDuNye8bZ","gmeow cat","GMEOW",386676.903986425,0.15500587203328467
"9HXewqNjkHz22AKds3JUzFBNguzhoH4cJ4h1EksZyPGH","SOLGOAT","SOLGOAT",1335509.3824900875,0.1545807424514621
"4Y7VTL4RAsUfCetp1KFhfVMxpBwcWesWPNZpoRgZf6aP","Valhalla","VLHLA",385643.0720465846,0.15445621208893448
"BTWvZsjwgnGT7qSM3AAXxjZohCLsMHpdAhaiQMJbBvcF","HULVIN","HULVIN",393721.8588649906,0.15429052744274094
"9dwPiStDBwJJqC3QzMnjpJP7xohZbMVmHELFx3uy3KRq","NVIDIA","NVDA",845948.1489409951,0.1539053384589414
